"Дата","ФО","Регион","Регион название","Регион геоточка","Регион население","Заражений","Выздоровлений","Смертей","Смертей за день","Заражений за день","Выздоровлений за день","Заражений на 100К населения","Летальность, %"
18.07.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,"",2462950,8159,4699,51,1,96,79,331.269412696157,0.63
18.07.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,"",3894284,5186,4135,19,1,29,62,133.16953771219562,0.37
18.07.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,"",1513044,2006,1456,19,0,40,36,132.5804140527308,0.95
18.07.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,"",1246618,7706,4946,59,0,110,111,618.1524733318466,0.77
18.07.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,"",1231117,6164,3334,48,0,54,27,500.68352561129444,0.78
18.07.2020,Северо-Западный федеральный округ,Архангельская обл.,Архангельская область,"",1111031,7712,5452,129,0,104,260,694.1300467763725,1.67
18.07.2020,Северо-Западный федеральный округ,Вологодская обл.,Вологодская область,"",1176689,2061,1614,19,0,29,37,175.1524829415419,0.92
18.07.2020,Северо-Западный федеральный округ,Калининградская обл.,Калининградская область,"",994599,2691,1930,43,0,15,9,270.56130158988697,1.6
18.07.2020,Северо-Западный федеральный округ,Карелия,Республика Карелия,"",622484,1882,1107,3,0,30,32,302.3370881821862,0.16
18.07.2020,Северо-Западный федеральный округ,Коми,Республика Коми,"",840873,4610,2747,40,0,68,108,548.2397460734261,0.87
18.07.2020,Северо-Западный федеральный округ,Ленинградская обл.,Ленинградская область,"",1813816,5315,4347,46,0,46,18,293.02862032311987,0.87
18.07.2020,Северо-Западный федеральный округ,Мурманская обл.,Мурманская область,"",753557,8105,4371,47,3,162,75,1075.5656174649032,0.58
18.07.2020,Северо-Западный федеральный округ,Ненецкий АО,Ненецкий автономный округ,"",43997,257,46,0,0,1,0,584.1307361865581,0
18.07.2020,Северо-Западный федеральный округ,Новгородская обл.,Новгородская область,"",606476,3510,1911,63,0,21,71,578.7533224727772,1.79
18.07.2020,Северо-Западный федеральный округ,Псковская обл.,Псковская область,"",636546,3372,2207,43,1,18,51,529.7339076830268,1.28
18.07.2020,Северо-Западный федеральный округ,Санкт-Петербург,Санкт-Петербург,"",5351935,29144,22212,1755,27,238,161,544.5507092294656,6.02
18.07.2020,Северо-Кавказский федеральный округ,Дагестан,Республика Дагестан,"",3063885,8735,7371,424,2,44,133,285.09555678493155,4.85
18.07.2020,Северо-Кавказский федеральный округ,Ингушетия,Республика Ингушетия,"",488043,3419,2538,71,0,26,5,700.5530250408264,2.08
18.07.2020,Северо-Кавказский федеральный округ,Кабардино-Балкария,Кабардино-Балкарская Республика,"",865828,5771,5251,63,0,20,23,666.5296109619925,1.09
18.07.2020,Северо-Кавказский федеральный округ,Карачаево-Черкессия,Карачаево-Черкесская Республика,"",466305,4185,2671,20,0,23,59,897.4812622639689,0.48
18.07.2020,Северо-Кавказский федеральный округ,Северная Осетия,Республика Северная Осетия — Алания,"",701765,4337,3746,67,0,17,3,618.0131525510677,1.54
18.07.2020,Северо-Кавказский федеральный округ,Ставропольский край,Ставропольский край,"",2800674,6766,4439,128,2,141,61,241.5847042533333,1.89
18.07.2020,Северо-Кавказский федеральный округ,Чечня,Чеченская Республика,"",1436981,1908,1300,29,0,13,2,132.77837354843246,1.52
18.07.2020,Сибирский федеральный округ,Алтай,Республика Алтай,"",218063,1217,741,1,0,20,35,558.0955962267785,0.08
18.07.2020,Сибирский федеральный округ,Алтайский край,Алтайский край,"",2350080,7184,4607,56,1,201,147,305.6917211328976,0.78
18.07.2020,Сибирский федеральный округ,Иркутская обл.,Иркутская область,"",2404195,11262,6136,120,5,188,224,468.4312212611706,1.07
18.07.2020,Сибирский федеральный округ,Кемеровская обл.,Кемеровская область (Кузбасс),"",2694877,2695,1501,15,0,45,62,100.0045642157323,0.56
18.07.2020,Сибирский федеральный округ,Красноярский край,Красноярский край,"",2876497,11276,8385,259,3,127,302,392.0045805714381,2.3
18.07.2020,Сибирский федеральный округ,Новосибирская обл.,Новосибирская область,"",2788849,7959,6014,163,3,114,146,285.38655194311343,2.05
18.07.2020,Сибирский федеральный округ,Омская обл.,Омская область,"",1960081,5286,3095,50,3,114,123,269.6827324993202,0.95
18.07.2020,Сибирский федеральный округ,Томская обл.,Томская область,"",1078280,3375,1882,26,1,61,46,312.99847905924247,0.77
18.07.2020,Сибирский федеральный округ,Тыва,Республика Тыва,"",321722,5652,2690,45,0,38,91,1756.7962402322503,0.8
18.07.2020,Сибирский федеральный округ,Хакасия,Республика Хакасия,"",537513,2558,2016,25,0,38,47,475.89546671429343,0.98
18.07.2020,Уральский федеральный округ,Курганская обл.,Курганская область,"",845537,1703,817,3,0,50,21,201.41046459232416,0.18
18.07.2020,Уральский федеральный округ,Свердловская обл.,Свердловская область,"",4325256,17544,11616,193,5,259,343,405.61760968599316,1.1
18.07.2020,Уральский федеральный округ,Тюменская обл.,Тюменская область,"",1498779,4560,2968,22,0,109,101,304.2476575932809,0.48
18.07.2020,Уральский федеральный округ,ХМАО – Югра,Ханты-Мансийский автономный округ - Югра,"",1655074,13741,8654,100,3,247,490,830.2347810430228,0.73
18.07.2020,Уральский федеральный округ,Челябинская обл.,Челябинская область,"",3493036,9552,5369,88,0,132,87,273.4583897789774,0.92
18.07.2020,Уральский федеральный округ,Ямало-Ненецкий АО,Ямало-Ненецкий автономный округ,"",538547,9147,4097,60,1,182,119,1698.4590017212981,0.66
18.07.2020,Центральный федеральный округ,Белгородская обл.,Белгородская область,"",1549876,5398,4985,43,0,38,94,348.28592739032024,0.8
18.07.2020,Центральный федеральный округ,Брянская обл.,Брянская область,"",1210982,7008,5367,35,0,30,53,578.70389485558,0.5
18.07.2020,Центральный федеральный округ,Владимирская обл.,Владимирская область,"",1378337,5177,4439,106,3,44,85,375.5975498009558,2.05
18.07.2020,Центральный федеральный округ,Воронежская обл.,Воронежская область,"",2333768,9960,7496,77,2,108,213,426.7776402795822,0.77
18.07.2020,Центральный федеральный округ,Ивановская обл.,Ивановская область,"",1014646,5876,4232,64,1,63,79,579.1182343398584,1.09
18.07.2020,Центральный федеральный округ,Калужская обл.,Калужская область,"",1012156,6854,5254,54,0,36,115,677.1683416390359,0.79
18.07.2020,Центральный федеральный округ,Костромская обл.,Костромская область,"",643324,1946,1312,24,0,24,30,302.49143510890315,1.23
18.07.2020,Центральный федеральный округ,Курская обл.,Курская область,"",1115237,5828,4132,49,0,29,52,522.5795055221446,0.84
18.07.2020,Центральный федеральный округ,Липецкая обл.,Липецкая область,"",1150201,4374,3364,20,1,25,99,380.28135951890147,0.46
18.07.2020,Центральный федеральный округ,Москва,Москва,"",12506468,232954,170180,4285,14,578,543,1862.6681809764355,1.84
18.07.2020,Центральный федеральный округ,Московская обл.,Московская область,"",7503385,61572,43048,1048,5,173,327,820.5896405422353,1.7
18.07.2020,Центральный федеральный округ,Орловская обл.,Орловская область,"",747247,5280,3860,77,0,40,45,706.5936698307253,1.46
18.07.2020,Центральный федеральный округ,Рязанская обл.,Рязанская область,"",1121474,5883,5035,23,0,40,89,524.5774757149965,0.39
18.07.2020,Центральный федеральный округ,Смоленская обл.,Смоленская область,"",949348,5349,3309,86,2,43,68,563.4393288867728,1.61
18.07.2020,Центральный федеральный округ,Тамбовская обл.,Тамбовская область,"",1033552,5484,4216,30,0,41,56,530.5973961639086,0.55
18.07.2020,Центральный федеральный округ,Тверская обл.,Тверская область,"",1283873,4237,3736,113,2,26,47,330.0170655508761,2.67
18.07.2020,Центральный федеральный округ,Тульская обл.,Тульская область,"",1491855,7845,6396,178,3,49,41,525.8553947937299,2.27
18.07.2020,Центральный федеральный округ,Ярославская обл.,Ярославская область,"",1265684,5519,4810,22,0,43,77,436.04880839135205,0.4
18.07.2020,Южный федеральный округ,Адыгея,Республика Адыгея,"",453376,2344,1891,16,0,18,9,517.0101637492942,0.68
18.07.2020,Южный федеральный округ,Астраханская обл.,Астраханская область,"",1017514,4144,2947,39,0,58,61,407.2671235973166,0.94
18.07.2020,Южный федеральный округ,Волгоградская обл.,Волгоградская область,"",2521276,7968,4592,52,0,89,44,316.0304544206981,0.65
18.07.2020,Южный федеральный округ,Калмыкия,Республика Калмыкия,"",275413,2346,1418,33,3,31,79,851.8116428781502,1.41
18.07.2020,Южный федеральный округ,Краснодарский край,Краснодарский край,"",5603420,7115,6078,94,1,70,76,126.97602535594334,1.32
18.07.2020,Южный федеральный округ,Крым,Республика Крым,"",1913731,931,721,13,1,14,37,48.64842551016836,1.4
18.07.2020,Южный федеральный округ,Ростовская обл.,Ростовская область,"",4220452,11316,8874,183,5,102,129,268.1229403864799,1.62
18.07.2020,Южный федеральный округ,Севастополь,Севастополь,"",436670,291,233,6,1,6,11,66.64071266631552,2.06
19.07.2020,Дальневосточный федеральный округ,Амурская обл.,Амурская область,"",798424,2393,1456,33,2,39,29,299.7154394156488,1.38
19.07.2020,Дальневосточный федеральный округ,Бурятия,Республика Бурятия,"",984511,3651,2804,32,0,43,23,370.84400275872997,0.88
19.07.2020,Дальневосточный федеральный округ,Еврейская АО,Еврейская автономная область,"",162014,506,411,7,0,3,5,312.3186885084005,1.38
19.07.2020,Дальневосточный федеральный округ,Забайкальский край,Забайкальский край,"",1072806,3897,3137,47,0,30,29,363.253001940705,1.21
19.07.2020,Дальневосточный федеральный округ,Камчатский край,Камчатский край,"",315557,2982,2183,42,0,37,28,944.9956743155753,1.41
19.07.2020,Дальневосточный федеральный округ,Магаданская обл.,Магаданская область,"",144091,1144,742,6,0,12,16,793.9427167553838,0.52
19.07.2020,Дальневосточный федеральный округ,Приморский край,Приморский край,"",1913037,5548,4158,63,1,88,53,290.01007298865625,1.14
19.07.2020,Дальневосточный федеральный округ,Саха (Якутия),Республика Саха (Якутия),"",964330,5193,4735,40,1,51,33,538.5086018271753,0.77
19.07.2020,Дальневосточный федеральный округ,Сахалинская обл.,Сахалинская область,"",490181,1806,584,0,0,59,0,368.4353330708453,0
19.07.2020,Дальневосточный федеральный округ,Хабаровский край,Хабаровский край,"",1328302,6088,3201,49,1,102,103,458.3295063923716,0.8
19.07.2020,Дальневосточный федеральный округ,Чукотский АО,Чукотский автономный округ,"",49348,146,143,1,0,0,0,295.85798816568047,0.68
19.07.2020,Приволжский федеральный округ,Башкортостан,Республика Башкортостан,"",4063293,6307,4630,20,0,58,3,155.2189320336978,0.32
19.07.2020,Приволжский федеральный округ,Кировская обл.,Кировская область,"",1283238,4142,3845,52,0,51,86,322.7772244899231,1.26
19.07.2020,Приволжский федеральный округ,Марий Эл,Республика Марий Эл,"",682333,3493,2948,31,0,29,0,511.92013283836485,0.89
19.07.2020,Приволжский федеральный округ,Мордовия,Республика Мордовия,"",805056,4086,2973,32,0,35,23,507.54233245886,0.78
19.07.2020,Приволжский федеральный округ,Нижегородская обл.,Нижегородская область,"",3234752,21623,15914,336,6,218,83,668.4592821953584,1.55
19.07.2020,Приволжский федеральный округ,Оренбургская обл.,Оренбургская область,"",1977720,5586,4084,34,0,116,23,282.4464534918998,0.61
19.07.2020,Приволжский федеральный округ,Пензенская обл.,Пензенская область,"",1331655,5991,5268,72,1,37,14,449.89130067472433,1.2
19.07.2020,Приволжский федеральный округ,Пермский край,Пермский край,"",2623122,4982,3935,107,0,89,18,189.9263549312613,2.15
19.07.2020,Приволжский федеральный округ,Самарская обл.,Самарская область,"",3193514,6320,3962,73,0,61,24,197.901120834291,1.16
19.07.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,"",2462950,8256,4721,51,0,97,22,335.2077792890639,0.62
19.07.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,"",3894284,5215,4140,19,0,29,5,133.91421889107215,0.36
19.07.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,"",1513044,2044,1456,19,0,38,0,135.09190743957214,0.93
19.07.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,"",1246618,7818,4946,59,0,112,0,627.1367812754188,0.75
19.07.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,"",1231117,6216,3364,49,1,52,30,504.9073321219673,0.79
19.07.2020,Северо-Западный федеральный округ,Архангельская обл.,Архангельская область,"",1111031,7819,5492,129,0,107,40,703.7607411494369,1.65
19.07.2020,Северо-Западный федеральный округ,Вологодская обл.,Вологодская область,"",1176689,2088,1621,19,0,27,7,177.4470569538765,0.91
19.07.2020,Северо-Западный федеральный округ,Калининградская обл.,Калининградская область,"",994599,2705,1932,43,0,14,2,271.96890405077824,1.59
19.07.2020,Северо-Западный федеральный округ,Карелия,Республика Карелия,"",622484,1921,1107,3,0,39,0,308.6023094569499,0.16
19.07.2020,Северо-Западный федеральный округ,Коми,Республика Коми,"",840873,4680,2759,40,0,70,12,556.5644276840854,0.85
19.07.2020,Северо-Западный федеральный округ,Ленинградская обл.,Ленинградская область,"",1813816,5360,4355,46,0,45,8,295.5095775977277,0.86
19.07.2020,Северо-Западный федеральный округ,Мурманская обл.,Мурманская область,"",753557,8272,4387,49,2,167,16,1097.727179231299,0.59
19.07.2020,Северо-Западный федеральный округ,Ненецкий АО,Ненецкий автономный округ,"",43997,258,46,0,0,1,0,586.4036184285292,0
19.07.2020,Северо-Западный федеральный округ,Новгородская обл.,Новгородская область,"",606476,3530,1916,64,1,20,5,582.0510622019667,1.81
19.07.2020,Северо-Западный федеральный округ,Псковская обл.,Псковская область,"",636546,3402,2207,45,2,30,0,534.4468428047619,1.32
19.07.2020,Северо-Западный федеральный округ,Санкт-Петербург,Санкт-Петербург,"",5351935,29346,22313,1781,26,202,101,548.3250450537982,6.07
19.07.2020,Северо-Кавказский федеральный округ,Дагестан,Республика Дагестан,"",3063885,8778,7467,426,2,43,96,286.4990037158705,4.85
19.07.2020,Северо-Кавказский федеральный округ,Ингушетия,Республика Ингушетия,"",488043,3438,2538,71,0,19,0,704.4461246242647,2.07
19.07.2020,Северо-Кавказский федеральный округ,Кабардино-Балкария,Кабардино-Балкарская Республика,"",865828,5791,5272,64,1,20,21,668.8395385688613,1.11
19.07.2020,Северо-Кавказский федеральный округ,Карачаево-Черкессия,Карачаево-Черкесская Республика,"",466305,4212,2671,20,0,27,0,903.2714639559945,0.47
19.07.2020,Северо-Кавказский федеральный округ,Северная Осетия,Республика Северная Осетия — Алания,"",701765,4353,3746,67,0,16,0,620.2931180665893,1.54
19.07.2020,Северо-Кавказский федеральный округ,Ставропольский край,Ставропольский край,"",2800674,6889,4469,128,0,123,30,245.97650422719673,1.86
19.07.2020,Северо-Кавказский федеральный округ,Чечня,Чеченская Республика,"",1436981,1919,1300,29,0,11,0,133.5438673162693,1.51
19.07.2020,Сибирский федеральный округ,Алтай,Республика Алтай,"",218063,1239,764,1,0,22,23,568.1844237674434,0.08
19.07.2020,Сибирский федеральный округ,Алтайский край,Алтайский край,"",2350080,7382,4712,56,0,198,105,314.11696623093684,0.76
19.07.2020,Сибирский федеральный округ,Иркутская обл.,Иркутская область,"",2404195,11447,6160,120,0,185,24,476.1261045797034,1.05
19.07.2020,Сибирский федеральный округ,Кемеровская обл.,Кемеровская область (Кузбасс),"",2694877,2740,1524,15,0,45,23,101.67439923974267,0.55
19.07.2020,Сибирский федеральный округ,Красноярский край,Красноярский край,"",2876497,11403,8529,260,1,127,144,396.41967295637716,2.28
19.07.2020,Сибирский федеральный округ,Новосибирская обл.,Новосибирская область,"",2788849,8077,6148,168,5,118,134,289.61768815737247,2.08
19.07.2020,Сибирский федеральный округ,Омская обл.,Омская область,"",1960081,5395,3141,50,0,109,46,275.2437271724995,0.93
19.07.2020,Сибирский федеральный округ,Томская обл.,Томская область,"",1078280,3435,1925,26,0,60,43,318.56289646474016,0.76
19.07.2020,Сибирский федеральный округ,Тыва,Республика Тыва,"",321722,5692,2840,45,0,40,150,1769.2293346429526,0.79
19.07.2020,Сибирский федеральный округ,Хакасия,Республика Хакасия,"",537513,2595,2043,25,0,37,27,482.779021158558,0.96
19.07.2020,Уральский федеральный округ,Курганская обл.,Курганская область,"",845537,1752,837,3,0,49,20,207.2055983357322,0.17
19.07.2020,Уральский федеральный округ,Свердловская обл.,Свердловская область,"",4325256,17789,11786,193,0,245,170,411.2820142900212,1.08
19.07.2020,Уральский федеральный округ,Тюменская обл.,Тюменская область,"",1498779,4667,3023,22,0,107,55,311.38680219031625,0.47
19.07.2020,Уральский федеральный округ,ХМАО – Югра,Ханты-Мансийский автономный округ - Югра,"",1655074,13978,8888,103,3,237,234,844.5543824626573,0.74
19.07.2020,Уральский федеральный округ,Челябинская обл.,Челябинская область,"",3493036,9682,5404,88,0,130,35,277.18008059464603,0.91
19.07.2020,Уральский федеральный округ,Ямало-Ненецкий АО,Ямало-Ненецкий автономный округ,"",538547,9323,4154,60,0,176,57,1731.1395291404465,0.64
19.07.2020,Центральный федеральный округ,Белгородская обл.,Белгородская область,"",1549876,5441,5004,43,0,43,19,351.06034289194747,0.79
19.07.2020,Центральный федеральный округ,Брянская обл.,Брянская область,"",1210982,7038,5416,35,0,30,49,581.1812231725987,0.5
19.07.2020,Центральный федеральный округ,Владимирская обл.,Владимирская область,"",1378337,5218,4540,108,2,41,101,378.57214890117586,2.07
19.07.2020,Центральный федеральный округ,Воронежская обл.,Воронежская область,"",2333768,10065,7528,77,0,105,32,431.27680214999947,0.77
19.07.2020,Центральный федеральный округ,Ивановская обл.,Ивановская область,"",1014646,5938,4241,64,0,62,9,585.2287398757793,1.08
19.07.2020,Центральный федеральный округ,Калужская обл.,Калужская область,"",1012156,6889,5302,54,0,35,48,680.6263066167666,0.78
19.07.2020,Центральный федеральный округ,Костромская обл.,Костромская область,"",643324,1963,1322,24,0,17,10,305.1339604926911,1.22
19.07.2020,Центральный федеральный округ,Курская обл.,Курская область,"",1115237,5861,4132,49,0,33,0,525.5385178217724,0.84
19.07.2020,Центральный федеральный округ,Липецкая обл.,Липецкая область,"",1150201,4395,3364,20,0,21,0,382.1071273629566,0.46
19.07.2020,Центральный федеральный округ,Москва,Москва,"",12506468,233545,170539,4299,14,591,359,1867.3937357853551,1.84
19.07.2020,Центральный федеральный округ,Московская обл.,Московская область,"",7503385,61743,43367,1058,10,171,319,822.8686119664658,1.71
19.07.2020,Центральный федеральный округ,Орловская обл.,Орловская область,"",747247,5318,3870,77,0,38,10,711.6790030605677,1.45
19.07.2020,Центральный федеральный округ,Рязанская обл.,Рязанская область,"",1121474,5921,5040,24,1,38,5,527.9658734843607,0.41
19.07.2020,Центральный федеральный округ,Смоленская обл.,Смоленская область,"",949348,5381,3323,87,1,32,14,566.8100633276733,1.62
19.07.2020,Центральный федеральный округ,Тамбовская обл.,Тамбовская область,"",1033552,5524,4248,30,0,40,32,534.4675449324272,0.54
19.07.2020,Центральный федеральный округ,Тверская обл.,Тверская область,"",1283873,4263,3736,116,3,26,0,332.04218797342105,2.72
19.07.2020,Центральный федеральный округ,Тульская обл.,Тульская область,"",1491855,7890,6433,182,4,45,37,528.8717737313613,2.31
19.07.2020,Центральный федеральный округ,Ярославская обл.,Ярославская область,"",1265684,5560,4819,22,0,41,9,439.2881635542521,0.4
19.07.2020,Южный федеральный округ,Адыгея,Республика Адыгея,"",453376,2364,1901,16,0,20,10,521.4215132693394,0.68
19.07.2020,Южный федеральный округ,Астраханская обл.,Астраханская область,"",1017514,4176,2964,39,0,32,17,410.41204347065496,0.93
19.07.2020,Южный федеральный округ,Волгоградская обл.,Волгоградская область,"",2521276,8056,4614,53,1,88,22,319.52075060405923,0.66
19.07.2020,Южный федеральный округ,Калмыкия,Республика Калмыкия,"",275413,2363,1430,34,1,17,12,857.9841910149485,1.44
19.07.2020,Южный федеральный округ,Краснодарский край,Краснодарский край,"",5603420,7190,6129,96,2,75,51,128.3144936485218,1.34
19.07.2020,Южный федеральный округ,Крым,Республика Крым,"",1913731,943,721,13,0,12,0,49.27547288516516,1.38
19.07.2020,Южный федеральный округ,Ростовская обл.,Ростовская область,"",4220452,11419,8909,183,0,103,35,270.56343728112535,1.6
19.07.2020,Южный федеральный округ,Севастополь,Севастополь,"",436670,292,236,6,0,1,3,66.86971855176678,2.05
20.07.2020,Дальневосточный федеральный округ,Амурская обл.,Амурская область,"",798424,2423,1486,33,0,30,30,303.47284149775055,1.36
20.07.2020,Дальневосточный федеральный округ,Бурятия,Республика Бурятия,"",984511,3692,2820,32,0,41,16,375.0085067612246,0.87
20.07.2020,Дальневосточный федеральный округ,Еврейская АО,Еврейская автономная область,"",162014,507,411,7,0,1,0,312.9359191181009,1.38
20.07.2020,Дальневосточный федеральный округ,Забайкальский край,Забайкальский край,"",1072806,3927,3155,47,0,30,18,366.04940688251185,1.2
20.07.2020,Дальневосточный федеральный округ,Камчатский край,Камчатский край,"",315557,3017,2209,42,0,35,26,956.087172840406,1.39
20.07.2020,Дальневосточный федеральный округ,Магаданская обл.,Магаданская область,"",144091,1161,771,7,1,17,29,805.7408165673081,0.6
20.07.2020,Дальневосточный федеральный округ,Приморский край,Приморский край,"",1913037,5640,4186,63,0,92,28,294.8191801831329,1.12
20.07.2020,Дальневосточный федеральный округ,Саха (Якутия),Республика Саха (Якутия),"",964330,5239,4779,40,0,46,44,543.2787531239306,0.76
20.07.2020,Дальневосточный федеральный округ,Сахалинская обл.,Сахалинская область,"",490181,1863,599,0,0,57,15,380.0636907591277,0
20.07.2020,Дальневосточный федеральный округ,Хабаровский край,Хабаровский край,"",1328302,6208,3228,51,2,120,27,467.36359653151163,0.82
20.07.2020,Дальневосточный федеральный округ,Чукотский АО,Чукотский автономный округ,"",49348,148,143,1,0,2,0,299.910837318635,0.68
20.07.2020,Приволжский федеральный округ,Башкортостан,Республика Башкортостан,"",4063293,6348,4637,21,1,41,7,156.22796583952967,0.33
20.07.2020,Приволжский федеральный округ,Кировская обл.,Кировская область,"",1283238,4198,3862,53,1,56,17,327.1411850334856,1.26
20.07.2020,Приволжский федеральный округ,Марий Эл,Республика Марий Эл,"",682333,3520,2948,31,0,27,0,515.8771450303591,0.88
20.07.2020,Приволжский федеральный округ,Мордовия,Республика Мордовия,"",805056,4121,2990,32,0,35,17,511.8898561093887,0.78
20.07.2020,Приволжский федеральный округ,Нижегородская обл.,Нижегородская область,"",3234752,21814,15993,340,4,191,79,674.3639079595592,1.56
20.07.2020,Приволжский федеральный округ,Оренбургская обл.,Оренбургская область,"",1977720,5701,4107,34,0,115,23,288.26123010335135,0.6
20.07.2020,Приволжский федеральный округ,Пензенская обл.,Пензенская область,"",1331655,6028,5269,73,1,37,1,452.6697981083689,1.21
20.07.2020,Приволжский федеральный округ,Пермский край,Пермский край,"",2623122,5069,3956,108,1,87,21,193.2430134778329,2.13
20.07.2020,Приволжский федеральный округ,Самарская обл.,Самарская область,"",3193514,6380,3995,74,1,60,33,199.7799289434773,1.16
20.07.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,"",2462950,8349,4746,51,0,93,25,338.98373901216024,0.61
20.07.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,"",3894284,5248,4157,19,0,33,17,134.76161471531094,0.36
20.07.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,"",1513044,2079,1456,19,0,35,0,137.40512503271552,0.91
20.07.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,"",1246618,7927,4981,59,0,109,35,635.8804381133596,0.74
20.07.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,"",1231117,6264,3385,49,0,48,21,508.8062304395114,0.78
20.07.2020,Северо-Западный федеральный округ,Архангельская обл.,Архангельская область,"",1111031,7908,5522,129,0,89,30,711.7713187120792,1.63
20.07.2020,Северо-Западный федеральный округ,Вологодская обл.,Вологодская область,"",1176689,2114,1629,19,0,26,8,179.65664674353206,0.9
20.07.2020,Северо-Западный федеральный округ,Калининградская обл.,Калининградская область,"",994599,2718,1932,43,0,13,0,273.27596347874874,1.58
20.07.2020,Северо-Западный федеральный округ,Карелия,Республика Карелия,"",622484,1940,1109,3,0,19,2,311.6545967446553,0.15
20.07.2020,Северо-Западный федеральный округ,Коми,Республика Коми,"",840873,4761,2759,40,0,81,0,566.1972735478485,0.84
20.07.2020,Северо-Западный федеральный округ,Ленинградская обл.,Ленинградская область,"",1813816,5405,4355,46,0,45,0,297.99053487233545,0.85
20.07.2020,Северо-Западный федеральный округ,Мурманская обл.,Мурманская область,"",753557,8444,4394,52,3,172,7,1120.55226081106,0.62
20.07.2020,Северо-Западный федеральный округ,Ненецкий АО,Ненецкий автономный округ,"",43997,260,46,0,0,2,0,590.9493829124713,0
20.07.2020,Северо-Западный федеральный округ,Новгородская обл.,Новгородская область,"",606476,3549,1922,64,0,19,6,585.1839149446969,1.8
20.07.2020,Северо-Западный федеральный округ,Псковская обл.,Псковская область,"",636546,3421,2221,45,0,19,14,537.4317017151942,1.32
20.07.2020,Северо-Западный федеральный округ,Санкт-Петербург,Санкт-Петербург,"",5351935,29541,22425,1807,26,195,112,551.9685870624363,6.12
20.07.2020,Северо-Кавказский федеральный округ,Дагестан,Республика Дагестан,"",3063885,8819,7554,427,1,41,87,287.8371740453705,4.84
20.07.2020,Северо-Кавказский федеральный округ,Ингушетия,Республика Ингушетия,"",488043,3448,2538,71,0,10,0,706.4951244050217,2.06
20.07.2020,Северо-Кавказский федеральный округ,Кабардино-Балкария,Кабардино-Балкарская Республика,"",865828,5807,5294,64,0,16,22,670.6874806543562,1.1
20.07.2020,Северо-Кавказский федеральный округ,Карачаево-Черкессия,Карачаево-Черкесская Республика,"",466305,4234,2671,20,0,22,0,907.9894060754227,0.47
20.07.2020,Северо-Кавказский федеральный округ,Северная Осетия,Республика Северная Осетия — Алания,"",701765,4369,3746,67,0,16,0,622.5730835821108,1.53
20.07.2020,Северо-Кавказский федеральный округ,Ставропольский край,Ставропольский край,"",2800674,6990,4481,130,2,101,12,249.58277900248297,1.86
20.07.2020,Северо-Кавказский федеральный округ,Чечня,Чеченская Республика,"",1436981,1927,1307,30,1,8,7,134.1005900565143,1.56
20.07.2020,Сибирский федеральный округ,Алтай,Республика Алтай,"",218063,1276,774,1,0,37,10,585.1519973585615,0.08
20.07.2020,Сибирский федеральный округ,Алтайский край,Алтайский край,"",2350080,7573,4815,57,1,191,103,322.2443491285403,0.75
20.07.2020,Сибирский федеральный округ,Иркутская обл.,Иркутская область,"",2404195,11625,6227,122,2,178,67,483.5298301510485,1.05
20.07.2020,Сибирский федеральный округ,Кемеровская обл.,Кемеровская область (Кузбасс),"",2694877,2796,1561,15,0,56,37,103.75241615851112,0.54
20.07.2020,Сибирский федеральный округ,Красноярский край,Красноярский край,"",2876497,11528,8687,260,0,125,158,400.76523632738014,2.26
20.07.2020,Сибирский федеральный округ,Новосибирская обл.,Новосибирская область,"",2788849,8186,6203,171,3,109,55,293.5261105925778,2.09
20.07.2020,Сибирский федеральный округ,Омская обл.,Омская область,"",1960081,5503,3182,52,2,108,41,280.7537035459249,0.94
20.07.2020,Сибирский федеральный округ,Томская обл.,Томская область,"",1078280,3493,1968,26,0,58,43,323.94183329005455,0.74
20.07.2020,Сибирский федеральный округ,Тыва,Республика Тыва,"",321722,5732,2904,45,0,40,64,1781.662429053655,0.79
20.07.2020,Сибирский федеральный округ,Хакасия,Республика Хакасия,"",537513,2628,2067,26,1,33,24,488.91840755479404,0.99
20.07.2020,Уральский федеральный округ,Курганская обл.,Курганская область,"",845537,1803,861,3,0,51,24,213.23726815029974,0.17
20.07.2020,Уральский федеральный округ,Свердловская обл.,Свердловская область,"",4325256,18023,12092,195,2,234,306,416.6920986873378,1.08
20.07.2020,Уральский федеральный округ,Тюменская обл.,Тюменская область,"",1498779,4779,3053,22,0,112,30,318.8595516750635,0.46
