"Дата","ФО","Регион","Регион название","Регион геоточка","Регион население","Заражений","Выздоровлений","Смертей","Смертей за день","Заражений за день","Выздоровлений за день","Заражений на 100К населения","Летальность, %"
24.04.2020,Дальневосточный федеральный округ,Сахалинская обл.,Сахалинская область,"",490181,20,8,0,0,1,0,4.080125504660523,0
24.04.2020,Дальневосточный федеральный округ,Хабаровский край,Хабаровский край,"",1328302,351,21,5,0,41,2,26.424713656984633,1.42
24.04.2020,Дальневосточный федеральный округ,Чукотский АО,Чукотский автономный округ,"",49348,11,0,0,0,5,0,22.2906703412499,0
24.04.2020,Приволжский федеральный округ,Башкортостан,Республика Башкортостан,"",4063293,455,57,14,0,33,19,11.197814186670762,3.08
24.04.2020,Приволжский федеральный округ,Кировская обл.,Кировская область,"",1283238,276,27,3,0,36,7,21.508091250414967,1.09
24.04.2020,Приволжский федеральный округ,Марий Эл,Республика Марий Эл,"",682333,377,46,1,0,29,0,55.251614680808345,0.27
24.04.2020,Приволжский федеральный округ,Мордовия,Республика Мордовия,"",805056,424,18,2,1,39,5,52.66714365211861,0.47
24.04.2020,Приволжский федеральный округ,Нижегородская обл.,Нижегородская область,"",3234752,1096,77,8,1,94,17,33.88204103436678,0.73
24.04.2020,Приволжский федеральный округ,Оренбургская обл.,Оренбургская область,"",1977720,305,32,2,0,28,0,15.42179883906721,0.66
24.04.2020,Приволжский федеральный округ,Пензенская обл.,Пензенская область,"",1331655,232,6,5,0,21,0,17.42192985420398,2.16
24.04.2020,Приволжский федеральный округ,Пермский край,Пермский край,"",2623122,318,48,4,0,31,5,12.122958825399657,1.26
24.04.2020,Приволжский федеральный округ,Самарская обл.,Самарская область,"",3193514,185,19,0,0,44,4,5.792991669991113,0
24.04.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,"",2462950,245,30,0,0,16,11,9.94742077589882,0
24.04.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,"",3894284,426,37,0,0,14,4,10.939109731082787,0
24.04.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,"",1513044,178,19,4,1,17,1,11.764363759414795,2.25
24.04.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,"",1246618,253,5,3,1,25,0,20.294909908247757,1.19
24.04.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,"",1231117,348,17,5,0,43,3,28.26701280219508,1.44
24.04.2020,Северо-Западный федеральный округ,Архангельская обл.,Архангельская область,"",1111031,137,18,1,0,14,0,12.330889057101016,0.73
24.04.2020,Северо-Западный федеральный округ,Вологодская обл.,Вологодская область,"",1176689,129,26,0,0,9,3,10.962964725598692,0
24.04.2020,Северо-Западный федеральный округ,Калининградская обл.,Калининградская область,"",994599,189,48,1,0,18,3,19.002633222032195,0.53
24.04.2020,Северо-Западный федеральный округ,Карелия,Республика Карелия,"",622484,37,3,0,0,2,2,5.943927876057859,0
24.04.2020,Северо-Западный федеральный округ,Коми,Республика Коми,"",840873,553,28,4,0,11,5,65.76498472420924,0.72
24.04.2020,Северо-Западный федеральный округ,Ленинградская обл.,Ленинградская область,"",1813816,615,56,0,0,39,20,33.906416086306436,0
24.04.2020,Северо-Западный федеральный округ,Мурманская обл.,Мурманская область,"",753557,663,64,4,1,60,3,87.98272725221848,0.6
24.04.2020,Северо-Западный федеральный округ,Ненецкий АО,Ненецкий автономный округ,"",43997,1,0,0,0,0,0,2.2728822419710433,0
24.04.2020,Северо-Западный федеральный округ,Новгородская обл.,Новгородская область,"",606476,171,8,1,0,14,2,28.195674684571195,0.58
24.04.2020,Северо-Западный федеральный округ,Псковская обл.,Псковская область,"",636546,81,9,6,0,15,0,12.724924828684808,7.41
24.04.2020,Северо-Западный федеральный округ,Санкт-Петербург,Санкт-Петербург,"",5351935,2711,411,20,3,253,43,50.65457633547493,0.74
24.04.2020,Северо-Кавказский федеральный округ,Дагестан,Республика Дагестан,"",3063885,567,43,11,0,113,0,18.50591650796293,1.94
24.04.2020,Северо-Кавказский федеральный округ,Ингушетия,Республика Ингушетия,"",488043,474,56,13,0,38,6,97.12258960788292,2.74
24.04.2020,Северо-Кавказский федеральный округ,Кабардино-Балкария,Кабардино-Балкарская Республика,"",865828,243,15,1,0,25,0,28.06562042345593,0.41
24.04.2020,Северо-Кавказский федеральный округ,Карачаево-Черкессия,Карачаево-Черкесская Республика,"",466305,194,1,0,0,25,0,41.60367141677657,0
24.04.2020,Северо-Кавказский федеральный округ,Северная Осетия,Республика Северная Осетия — Алания,"",701765,275,18,2,0,33,0,39.186907298027116,0.73
24.04.2020,Северо-Кавказский федеральный округ,Ставропольский край,Ставропольский край,"",2800674,358,44,5,0,26,6,12.782637322301703,1.4
24.04.2020,Северо-Кавказский федеральный округ,Чечня,Чеченская Республика,"",1436981,365,23,6,0,18,4,25.400475023678116,1.64
24.04.2020,Сибирский федеральный округ,Алтай,Республика Алтай,"",218063,9,0,0,0,0,0,4.127247630271985,0
24.04.2020,Сибирский федеральный округ,Алтайский край,Алтайский край,"",2350080,152,15,0,0,8,2,6.4678649237472765,0
24.04.2020,Сибирский федеральный округ,Иркутская обл.,Иркутская область,"",2404195,80,23,3,0,5,2,3.327517110716893,3.75
24.04.2020,Сибирский федеральный округ,Кемеровская обл.,Кемеровская область (Кузбасс),"",2694877,76,11,1,0,9,0,2.8201658183286287,1.32
24.04.2020,Сибирский федеральный округ,Красноярский край,Красноярский край,"",2876497,449,48,5,0,22,0,15.609263628642756,1.11
24.04.2020,Сибирский федеральный округ,Новосибирская обл.,Новосибирская область,"",2788849,209,24,4,0,41,1,7.494131091357044,1.91
24.04.2020,Сибирский федеральный округ,Омская обл.,Омская область,"",1960081,54,19,0,0,1,0,2.754988186712692,0
24.04.2020,Сибирский федеральный округ,Томская обл.,Томская область,"",1078280,59,4,0,0,7,0,5.471677115406017,0
24.04.2020,Сибирский федеральный округ,Тыва,Республика Тыва,"",321722,15,0,0,0,1,0,4.662410404013403,0
24.04.2020,Сибирский федеральный округ,Хакасия,Республика Хакасия,"",537513,102,10,1,1,3,2,18.97628522472945,0.98
24.04.2020,Уральский федеральный округ,Курганская обл.,Курганская область,"",845537,22,3,0,0,2,0,2.601896782754628,0
24.04.2020,Уральский федеральный округ,Свердловская обл.,Свердловская область,"",4325256,304,71,1,0,33,6,7.028485712753187,0.33
24.04.2020,Уральский федеральный округ,Тюменская обл.,Тюменская область,"",1498779,357,40,2,0,16,6,23.819388982631864,0.56
24.04.2020,Уральский федеральный округ,ХМАО – Югра,Ханты-Мансийский автономный округ - Югра,"",1655074,217,39,1,0,2,3,13.111196236542897,0.46
24.04.2020,Уральский федеральный округ,Челябинская обл.,Челябинская область,"",3493036,168,43,0,0,57,5,4.809569669479502,0
24.04.2020,Уральский федеральный округ,Ямало-Ненецкий АО,Ямало-Ненецкий автономный округ,"",538547,266,35,1,0,23,13,49.39216075848533,0.38
24.04.2020,Центральный федеральный округ,Белгородская обл.,Белгородская область,"",1549876,202,16,2,0,26,3,13.033300728574416,0.99
24.04.2020,Центральный федеральный округ,Брянская обл.,Брянская область,"",1210982,494,82,2,0,35,14,40.79333962024209,0.4
24.04.2020,Центральный федеральный округ,Владимирская обл.,Владимирская область,"",1378337,381,11,5,0,42,0,27.64200627277654,1.31
24.04.2020,Центральный федеральный округ,Воронежская обл.,Воронежская область,"",2333768,291,38,7,0,30,8,12.469105755156468,2.41
24.04.2020,Центральный федеральный округ,Ивановская обл.,Ивановская область,"",1014646,247,41,2,0,8,29,24.34346560278166,0.81
24.04.2020,Центральный федеральный округ,Калужская обл.,Калужская область,"",1012156,444,14,8,0,61,0,43.866755717498094,1.8
24.04.2020,Центральный федеральный округ,Костромская обл.,Костромская область,"",643324,120,11,2,0,16,0,18.653120356150243,1.67
24.04.2020,Центральный федеральный округ,Курская обл.,Курская область,"",1115237,345,36,3,0,37,9,30.935128587017825,0.87
24.04.2020,Центральный федеральный округ,Липецкая обл.,Липецкая область,"",1150201,263,62,2,0,25,0,22.865568713642226,0.76
24.04.2020,Центральный федеральный округ,Москва,Москва,"",12506468,36897,2735,325,37,2957,287,295.0233431213353,0.88
24.04.2020,Центральный федеральный округ,Московская обл.,Московская область,"",7503385,7889,235,66,10,611,49,105.13921383482256,0.84
24.04.2020,Центральный федеральный округ,Орловская обл.,Орловская область,"",747247,296,10,2,0,47,0,39.61206936929824,0.68
24.04.2020,Центральный федеральный округ,Рязанская обл.,Рязанская область,"",1121474,475,32,0,0,46,0,42.354972117053094,0
24.04.2020,Центральный федеральный округ,Смоленская обл.,Смоленская область,"",949348,262,15,2,0,11,11,27.597888234872777,0.76
24.04.2020,Центральный федеральный округ,Тамбовская обл.,Тамбовская область,"",1033552,298,29,0,0,35,4,28.83260832546403,0
24.04.2020,Центральный федеральный округ,Тверская обл.,Тверская область,"",1283873,412,15,0,0,29,0,32.0904014649424,0
24.04.2020,Центральный федеральный округ,Тульская обл.,Тульская область,"",1491855,505,53,3,0,44,0,33.850474744529464,0.59
24.04.2020,Центральный федеральный округ,Ярославская обл.,Ярославская область,"",1265684,305,19,2,1,42,1,24.09764206547606,0.66
24.04.2020,Южный федеральный округ,Адыгея,Республика Адыгея,"",453376,117,32,3,0,3,0,25.806394692264256,2.56
24.04.2020,Южный федеральный округ,Астраханская обл.,Астраханская область,"",1017514,186,25,3,0,21,0,18.279846763779172,1.61
24.04.2020,Южный федеральный округ,Волгоградская обл.,Волгоградская область,"",2521276,186,32,3,1,21,1,7.377216933013284,1.61
24.04.2020,Южный федеральный округ,Калмыкия,Республика Калмыкия,"",275413,104,16,3,0,10,2,37.761470954530104,2.88
24.04.2020,Южный федеральный округ,Краснодарский край,Краснодарский край,"",5603420,623,104,16,2,84,16,11.11820995035175,2.57
24.04.2020,Южный федеральный округ,Крым,Республика Крым,"",1913731,53,29,0,0,2,6,2.7694592395691977,0
24.04.2020,Южный федеральный округ,Ростовская обл.,Ростовская область,"",4220452,533,18,0,0,64,0,12.62897907617478,0
24.04.2020,Южный федеральный округ,Севастополь,Севастополь,"",436670,25,5,0,0,0,0,5.725147136281403,0
25.04.2020,Дальневосточный федеральный округ,Амурская обл.,Амурская область,"",798424,33,5,0,0,5,0,4.133142290311914,0
25.04.2020,Дальневосточный федеральный округ,Бурятия,Республика Бурятия,"",984511,180,62,2,0,13,0,18.283188303635004,1.11
25.04.2020,Дальневосточный федеральный округ,Еврейская АО,Еврейская автономная область,"",162014,86,9,0,0,6,0,53.08183243423408,0
25.04.2020,Дальневосточный федеральный округ,Забайкальский край,Забайкальский край,"",1072806,83,13,0,0,10,6,7.7367203389988495,0
25.04.2020,Дальневосточный федеральный округ,Камчатский край,Камчатский край,"",315557,87,5,0,0,3,0,27.570296333150587,0
25.04.2020,Дальневосточный федеральный округ,Магаданская обл.,Магаданская область,"",144091,87,2,0,0,9,0,60.37851080220139,0
25.04.2020,Дальневосточный федеральный округ,Приморский край,Приморский край,"",1913037,254,32,2,0,34,9,13.277317689098538,0.79
25.04.2020,Дальневосточный федеральный округ,Саха (Якутия),Республика Саха (Якутия),"",964330,141,18,0,0,4,1,14.62155071396721,0
25.04.2020,Дальневосточный федеральный округ,Сахалинская обл.,Сахалинская область,"",490181,20,13,0,0,0,5,4.080125504660523,0
25.04.2020,Дальневосточный федеральный округ,Хабаровский край,Хабаровский край,"",1328302,379,22,5,0,28,1,28.532668022783977,1.32
25.04.2020,Дальневосточный федеральный округ,Чукотский АО,Чукотский автономный округ,"",49348,12,1,0,0,1,1,24.31709491772716,0
25.04.2020,Приволжский федеральный округ,Башкортостан,Республика Башкортостан,"",4063293,490,57,14,0,35,0,12.059184508722359,2.86
25.04.2020,Приволжский федеральный округ,Кировская обл.,Кировская область,"",1283238,316,29,3,0,40,2,24.625205924388148,0.95
25.04.2020,Приволжский федеральный округ,Марий Эл,Республика Марий Эл,"",682333,407,46,1,0,30,0,59.64829489413527,0.25
25.04.2020,Приволжский федеральный округ,Мордовия,Республика Мордовия,"",805056,469,18,2,0,45,0,58.25681691708403,0.43
25.04.2020,Приволжский федеральный округ,Нижегородская обл.,Нижегородская область,"",3234752,1214,92,8,0,118,15,37.52992501434422,0.66
25.04.2020,Приволжский федеральный округ,Оренбургская обл.,Оренбургская область,"",1977720,361,55,2,0,56,23,18.253342232469713,0.55
25.04.2020,Приволжский федеральный округ,Пензенская обл.,Пензенская область,"",1331655,255,30,6,1,23,24,19.14910393457765,2.35
25.04.2020,Приволжский федеральный округ,Пермский край,Пермский край,"",2623122,373,52,4,0,55,4,14.219696987025385,1.07
25.04.2020,Приволжский федеральный округ,Самарская обл.,Самарская область,"",3193514,209,22,0,0,24,3,6.544514913665636,0
25.04.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,"",2462950,265,34,2,2,20,4,10.759455124951785,0.75
25.04.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,"",3894284,491,48,0,0,65,11,12.608222718219832,0
25.04.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,"",1513044,193,19,4,0,15,0,12.755742727904806,2.07
25.04.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,"",1246618,280,5,3,0,27,0,22.460769858930323,1.07
25.04.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,"",1231117,383,31,7,2,35,14,31.10995949207102,1.83
25.04.2020,Северо-Западный федеральный округ,Архангельская обл.,Архангельская область,"",1111031,147,18,1,0,10,0,13.230953951779924,0.68
25.04.2020,Северо-Западный федеральный округ,Вологодская обл.,Вологодская область,"",1176689,138,29,0,0,9,3,11.72782272971023,0
25.04.2020,Северо-Западный федеральный округ,Калининградская обл.,Калининградская область,"",994599,210,49,1,0,21,1,21.114036913369105,0.48
25.04.2020,Северо-Западный федеральный округ,Карелия,Республика Карелия,"",622484,42,4,0,0,5,1,6.747161372822434,0
25.04.2020,Северо-Западный федеральный округ,Коми,Республика Коми,"",840873,561,28,4,0,8,0,66.7163769082846,0.71
25.04.2020,Северо-Западный федеральный округ,Ленинградская обл.,Ленинградская область,"",1813816,658,56,0,0,43,0,36.27710859315388,0
25.04.2020,Северо-Западный федеральный округ,Мурманская обл.,Мурманская область,"",753557,856,70,4,0,193,6,113.59459204811314,0.47
25.04.2020,Северо-Западный федеральный округ,Ненецкий АО,Ненецкий автономный округ,"",43997,1,1,0,0,0,1,2.2728822419710433,0
25.04.2020,Северо-Западный федеральный округ,Новгородская обл.,Новгородская область,"",606476,186,14,1,0,15,6,30.668979481463406,0.54
25.04.2020,Северо-Западный федеральный округ,Псковская обл.,Псковская область,"",636546,93,9,6,0,12,0,14.610098877378855,6.45
25.04.2020,Северо-Западный федеральный округ,Санкт-Петербург,Санкт-Петербург,"",5351935,2926,460,23,3,215,49,54.671814960383486,0.79
25.04.2020,Северо-Кавказский федеральный округ,Дагестан,Республика Дагестан,"",3063885,724,43,11,0,157,0,23.63012972092621,1.52
25.04.2020,Северо-Кавказский федеральный округ,Ингушетия,Республика Ингушетия,"",488043,515,67,13,0,41,11,105.5234887089867,2.52
25.04.2020,Северо-Кавказский федеральный округ,Кабардино-Балкария,Кабардино-Балкарская Республика,"",865828,272,21,1,0,29,6,31.41501545341569,0.37
25.04.2020,Северо-Кавказский федеральный округ,Карачаево-Черкессия,Карачаево-Черкесская Республика,"",466305,240,1,0,0,46,0,51.46845948467205,0
25.04.2020,Северо-Кавказский федеральный округ,Северная Осетия,Республика Северная Осетия — Алания,"",701765,305,35,2,0,30,17,43.46184263963008,0.66
25.04.2020,Северо-Кавказский федеральный округ,Ставропольский край,Ставропольский край,"",2800674,385,50,5,0,27,6,13.746690975100993,1.3
25.04.2020,Северо-Кавказский федеральный округ,Чечня,Чеченская Республика,"",1436981,387,23,6,0,22,0,26.931462559351864,1.55
25.04.2020,Сибирский федеральный округ,Алтай,Республика Алтай,"",218063,14,0,0,0,5,0,6.420162980423089,0
25.04.2020,Сибирский федеральный округ,Алтайский край,Алтайский край,"",2350080,215,18,1,1,63,3,9.148624727668846,0.47
25.04.2020,Сибирский федеральный округ,Иркутская обл.,Иркутская область,"",2404195,85,25,3,0,5,2,3.5354869301366985,3.53
25.04.2020,Сибирский федеральный округ,Кемеровская обл.,Кемеровская область (Кузбасс),"",2694877,82,11,1,0,6,0,3.0428104881966784,1.22
25.04.2020,Сибирский федеральный округ,Красноярский край,Красноярский край,"",2876497,467,51,5,0,18,3,16.235024754067187,1.07
25.04.2020,Сибирский федеральный округ,Новосибирская обл.,Новосибирская область,"",2788849,247,24,4,0,38,0,8.856700380694688,1.62
25.04.2020,Сибирский федеральный округ,Омская обл.,Омская область,"",1960081,58,19,1,1,4,0,2.959061385728447,1.72
25.04.2020,Сибирский федеральный округ,Томская обл.,Томская область,"",1078280,66,4,0,0,7,0,6.120859146047409,0
25.04.2020,Сибирский федеральный округ,Тыва,Республика Тыва,"",321722,24,0,0,0,9,0,7.459856646421445,0
25.04.2020,Сибирский федеральный округ,Хакасия,Республика Хакасия,"",537513,151,10,2,1,49,0,28.092343813079868,1.32
25.04.2020,Уральский федеральный округ,Курганская обл.,Курганская область,"",845537,27,4,0,0,5,1,3.1932369606534072,0
25.04.2020,Уральский федеральный округ,Свердловская обл.,Свердловская область,"",4325256,337,82,1,0,33,11,7.791446332887579,0.3
25.04.2020,Уральский федеральный округ,Тюменская обл.,Тюменская область,"",1498779,374,50,3,1,17,10,24.953645600852425,0.8
25.04.2020,Уральский федеральный округ,ХМАО – Югра,Ханты-Мансийский автономный округ - Югра,"",1655074,233,44,1,0,16,5,14.077920383016107,0.43
25.04.2020,Уральский федеральный округ,Челябинская обл.,Челябинская область,"",3493036,240,45,0,0,72,2,6.870813813542145,0
25.04.2020,Уральский федеральный округ,Ямало-Ненецкий АО,Ямало-Ненецкий автономный округ,"",538547,303,35,1,0,37,0,56.262498909101716,0.33
25.04.2020,Центральный федеральный округ,Белгородская обл.,Белгородская область,"",1549876,221,28,2,0,19,12,14.259205252549236,0.9
25.04.2020,Центральный федеральный округ,Брянская обл.,Брянская область,"",1210982,521,84,2,0,27,2,43.02293510555896,0.38
25.04.2020,Центральный федеральный округ,Владимирская обл.,Владимирская область,"",1378337,426,11,5,0,45,0,30.90681016326196,1.17
25.04.2020,Центральный федеральный округ,Воронежская обл.,Воронежская область,"",2333768,313,38,8,1,22,0,13.411787289910565,2.56
25.04.2020,Центральный федеральный округ,Ивановская обл.,Ивановская область,"",1014646,263,41,2,0,16,0,25.92037025721286,0.76
25.04.2020,Центральный федеральный округ,Калужская обл.,Калужская область,"",1012156,513,17,8,0,69,3,50.68388667359577,1.56
25.04.2020,Центральный федеральный округ,Костромская обл.,Костромская область,"",643324,137,11,3,1,17,0,21.295645739938195,2.19
25.04.2020,Центральный федеральный округ,Курская обл.,Курская область,"",1115237,389,38,4,1,44,2,34.88047831985488,1.03
25.04.2020,Центральный федеральный округ,Липецкая обл.,Липецкая область,"",1150201,284,64,2,0,21,2,24.69133655769731,0.7
25.04.2020,Центральный федеральный округ,Москва,Москва,"",12506468,39509,3047,366,41,2612,312,315.9085362869837,0.93
25.04.2020,Центральный федеральный округ,Московская обл.,Московская область,"",7503385,8494,262,69,3,605,27,113.20224138838671,0.81
25.04.2020,Центральный федеральный округ,Орловская обл.,Орловская область,"",747247,321,10,2,0,25,0,42.95768333629978,0.62
25.04.2020,Центральный федеральный округ,Рязанская обл.,Рязанская область,"",1121474,539,38,0,0,64,6,48.0617473075613,0
25.04.2020,Центральный федеральный округ,Смоленская обл.,Смоленская область,"",949348,279,15,2,0,17,0,29.388590906601163,0.72
25.04.2020,Центральный федеральный округ,Тамбовская обл.,Тамбовская область,"",1033552,343,37,1,1,45,8,33.186525690047525,0.29
25.04.2020,Центральный федеральный округ,Тверская обл.,Тверская область,"",1283873,441,24,0,0,29,9,34.34919185931942,0
25.04.2020,Центральный федеральный округ,Тульская обл.,Тульская область,"",1491855,578,57,4,1,73,4,38.743711687798076,0.69
25.04.2020,Центральный федеральный округ,Ярославская обл.,Ярославская область,"",1265684,342,23,2,0,37,4,27.020962578337087,0.58
25.04.2020,Южный федеральный округ,Адыгея,Республика Адыгея,"",453376,119,32,3,0,2,0,26.247529644268774,2.52
25.04.2020,Южный федеральный округ,Астраханская обл.,Астраханская область,"",1017514,211,29,4,1,25,4,20.736815414824758,1.9
25.04.2020,Южный федеральный округ,Волгоградская обл.,Волгоградская область,"",2521276,212,34,5,2,26,2,8.40844080536998,2.36
25.04.2020,Южный федеральный округ,Калмыкия,Республика Калмыкия,"",275413,122,19,3,0,18,3,44.29711015819878,2.46
25.04.2020,Южный федеральный округ,Краснодарский край,Краснодарский край,"",5603420,707,118,18,2,84,14,12.617294438039625,2.55
25.04.2020,Южный федеральный округ,Крым,Республика Крым,"",1913731,57,29,0,0,4,0,2.9784750312347974,0
25.04.2020,Южный федеральный округ,Ростовская обл.,Ростовская область,"",4220452,584,18,0,0,51,0,13.83738045119338,0
25.04.2020,Южный федеральный округ,Севастополь,Севастополь,"",436670,26,6,0,0,1,1,5.954153021732658,0
26.04.2020,Дальневосточный федеральный округ,Амурская обл.,Амурская область,"",798424,36,5,0,0,3,0,4.508882498522088,0
26.04.2020,Дальневосточный федеральный округ,Бурятия,Республика Бурятия,"",984511,186,69,2,0,6,7,18.89262791375617,1.08
26.04.2020,Дальневосточный федеральный округ,Еврейская АО,Еврейская автономная область,"",162014,86,9,0,0,0,0,53.08183243423408,0
26.04.2020,Дальневосточный федеральный округ,Забайкальский край,Забайкальский край,"",1072806,90,13,0,0,7,0,8.389214825420439,0
26.04.2020,Дальневосточный федеральный округ,Камчатский край,Камчатский край,"",315557,110,5,0,0,23,0,34.858995363753614,0
26.04.2020,Дальневосточный федеральный округ,Магаданская обл.,Магаданская область,"",144091,88,2,0,0,1,0,61.07251667349106,0
26.04.2020,Дальневосточный федеральный округ,Приморский край,Приморский край,"",1913037,278,33,3,1,24,1,14.531867392005486,1.08
26.04.2020,Дальневосточный федеральный округ,Саха (Якутия),Республика Саха (Якутия),"",964330,152,18,0,0,11,0,15.76223906753912,0
26.04.2020,Дальневосточный федеральный округ,Сахалинская обл.,Сахалинская область,"",490181,20,13,0,0,0,0,4.080125504660523,0
26.04.2020,Дальневосточный федеральный округ,Хабаровский край,Хабаровский край,"",1328302,406,22,5,0,27,0,30.565338304090485,1.23
26.04.2020,Дальневосточный федеральный округ,Чукотский АО,Чукотский автономный округ,"",49348,15,1,0,0,3,0,30.39636864715895,0
26.04.2020,Приволжский федеральный округ,Башкортостан,Республика Башкортостан,"",4063293,527,59,14,0,37,2,12.969775992034048,2.66
26.04.2020,Приволжский федеральный округ,Кировская обл.,Кировская область,"",1283238,362,37,3,0,46,8,28.20988779945731,0.83
26.04.2020,Приволжский федеральный округ,Марий Эл,Республика Марий Эл,"",682333,431,46,1,0,24,0,63.16563906479681,0.23
26.04.2020,Приволжский федеральный округ,Мордовия,Республика Мордовия,"",805056,518,36,2,0,49,18,64.34335002782416,0.39
26.04.2020,Приволжский федеральный округ,Нижегородская обл.,Нижегородская область,"",3234752,1367,109,8,0,153,17,42.259808479908195,0.59
26.04.2020,Приволжский федеральный округ,Оренбургская обл.,Оренбургская область,"",1977720,377,58,2,0,16,3,19.062354630584714,0.53
26.04.2020,Приволжский федеральный округ,Пензенская обл.,Пензенская область,"",1331655,261,56,6,0,6,26,19.599671085979477,2.3
26.04.2020,Приволжский федеральный округ,Пермский край,Пермский край,"",2623122,434,52,4,0,61,0,16.545170220828464,0.92
26.04.2020,Приволжский федеральный округ,Самарская обл.,Самарская область,"",3193514,229,26,2,2,20,4,7.170784283394405,0.87
26.04.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,"",2462950,305,38,2,0,40,4,12.383523823057715,0.66
26.04.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,"",3894284,562,51,0,0,71,3,14.431407673400296,0
26.04.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,"",1513044,202,19,4,0,9,0,13.350570108998813,1.98
26.04.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,"",1246618,307,5,3,0,27,0,24.62662980961289,0.98
26.04.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,"",1231117,421,31,8,1,38,0,34.19658732679347,1.9
26.04.2020,Северо-Западный федеральный округ,Архангельская обл.,Архангельская область,"",1111031,167,22,1,0,20,4,15.031083741137737,0.6
26.04.2020,Северо-Западный федеральный округ,Вологодская обл.,Вологодская область,"",1176689,145,33,0,0,7,4,12.322712288463647,0
26.04.2020,Северо-Западный федеральный округ,Калининградская обл.,Калининградская область,"",994599,236,59,3,2,26,10,23.728155769310042,1.27
26.04.2020,Северо-Западный федеральный округ,Карелия,Республика Карелия,"",622484,44,5,0,0,2,1,7.068454771528264,0
26.04.2020,Северо-Западный федеральный округ,Коми,Республика Коми,"",840873,578,52,5,1,17,24,68.73808529944475,0.87
26.04.2020,Северо-Западный федеральный округ,Ленинградская обл.,Ленинградская область,"",1813816,700,56,0,0,42,0,38.59266871612115,0
26.04.2020,Северо-Западный федеральный округ,Мурманская обл.,Мурманская область,"",753557,961,71,4,0,105,1,127.52850812878124,0.42
26.04.2020,Северо-Западный федеральный округ,Ненецкий АО,Ненецкий автономный округ,"",43997,2,1,0,0,1,0,4.5457644839420865,0
26.04.2020,Северо-Западный федеральный округ,Новгородская обл.,Новгородская область,"",606476,211,14,2,1,25,0,34.79115414295042,0.95
26.04.2020,Северо-Западный федеральный округ,Псковская обл.,Псковская область,"",636546,110,9,7,1,17,0,17.280762113028754,6.36
26.04.2020,Северо-Западный федеральный округ,Санкт-Петербург,Санкт-Петербург,"",5351935,3077,489,27,4,151,29,57.493224413226244,0.88
26.04.2020,Северо-Кавказский федеральный округ,Дагестан,Республика Дагестан,"",3063885,827,48,11,0,103,5,26.99187469503588,1.33
26.04.2020,Северо-Кавказский федеральный округ,Ингушетия,Республика Ингушетия,"",488043,552,75,13,0,37,8,113.1047878977877,2.36
26.04.2020,Северо-Кавказский федеральный округ,Кабардино-Балкария,Кабардино-Балкарская Республика,"",865828,300,21,1,0,28,0,34.64891410303201,0.33
26.04.2020,Северо-Кавказский федеральный округ,Карачаево-Черкессия,Карачаево-Черкесская Республика,"",466305,282,4,1,1,42,3,60.47543989448966,0.35
26.04.2020,Северо-Кавказский федеральный округ,Северная Осетия,Республика Северная Осетия — Алания,"",701765,348,35,2,0,43,0,49.589249962594316,0.57
26.04.2020,Северо-Кавказский федеральный округ,Ставропольский край,Ставропольский край,"",2800674,421,58,6,1,36,8,15.032095845500047,1.43
26.04.2020,Северо-Кавказский федеральный округ,Чечня,Чеченская Республика,"",1436981,409,23,6,0,22,0,28.462450095025613,1.47
26.04.2020,Сибирский федеральный округ,Алтай,Республика Алтай,"",218063,15,0,0,0,1,0,6.87874605045331,0
26.04.2020,Сибирский федеральный округ,Алтайский край,Алтайский край,"",2350080,283,22,1,0,68,4,12.042143246187363,0.35
26.04.2020,Сибирский федеральный округ,Иркутская обл.,Иркутская область,"",2404195,87,25,4,1,2,0,3.618674857904621,4.6
26.04.2020,Сибирский федеральный округ,Кемеровская обл.,Кемеровская область (Кузбасс),"",2694877,103,11,1,0,21,0,3.822066832734852,0.97
26.04.2020,Сибирский федеральный округ,Красноярский край,Красноярский край,"",2876497,508,59,5,0,41,8,17.660369539756168,0.98
26.04.2020,Сибирский федеральный округ,Новосибирская обл.,Новосибирская область,"",2788849,305,39,4,0,58,15,10.93641140126267,1.31
26.04.2020,Сибирский федеральный округ,Омская обл.,Омская область,"",1960081,62,20,1,0,4,1,3.163134584744202,1.61
26.04.2020,Сибирский федеральный округ,Томская обл.,Томская область,"",1078280,67,4,0,0,1,0,6.213599436139036,0
26.04.2020,Сибирский федеральный округ,Тыва,Республика Тыва,"",321722,27,0,0,0,3,0,8.392338727224125,0
